Order_ID,commodity,unit_price,quantity,time
3860,肉骨湯麵,15,6,1699209010000000000
3861,原萃綠茶,39,6,1699209052000000000
3861,益生菌,150,6,1699209052000000000
3861,肉骨湯麵,15,5,1699209052000000000
3862,肉骨湯麵,15,7,1699209097000000000
3862,益生菌,150,6,1699209097000000000
3862,品客洋芋片,60,1,1699209097000000000
3862,原萃綠茶,39,3,1699209097000000000
3863,肉骨湯麵,15,6,1699209530000000000
3864,品客洋芋片,60,20,1699209583000000000
3865,肉骨湯麵,15,4,1699210512000000000
3865,益生菌,150,1,1699210512000000000
3866,品客洋芋片,60,6,1699210780000000000
3867,肉骨湯麵,15,3,1699211127000000000
3867,原萃綠茶,39,6,1699211127000000000
3867,益生菌,150,3,1699211127000000000
3868,原萃綠茶,39,6,1699211747000000000
3868,品客洋芋片,60,3,1699211747000000000
3869,益生菌,150,1,1699211797000000000
3869,肉骨湯麵,15,5,1699211797000000000
3870,益生菌,150,6,1699212015000000000
3871,原萃綠茶,39,4,1699212896000000000
3871,品客洋芋片,60,2,1699212896000000000
3872,肉骨湯麵,15,5,1699213842000000000
3872,原萃綠茶,39,13,1699213842000000000
3872,品客洋芋片,60,12,1699213842000000000
3873,品客洋芋片,60,5,1699214407000000000
3873,原萃綠茶,39,2,1699214407000000000
3873,益生菌,150,5,1699214407000000000
3874,品客洋芋片,60,3,1699214729000000000
3874,原萃綠茶,39,2,1699214729000000000
3875,肉骨湯麵,15,6,1699214806000000000
3875,品客洋芋片,60,5,1699214806000000000
3876,品客洋芋片,60,15,1699214844000000000
3877,益生菌,150,7,1699215636000000000
3877,肉骨湯麵,15,2,1699215636000000000
3877,品客洋芋片,60,9,1699215636000000000
3878,原萃綠茶,39,17,1699216824000000000
3879,肉骨湯麵,15,9,1699217049000000000
3879,原萃綠茶,39,6,1699217049000000000
3880,品客洋芋片,60,5,1699217477000000000
3880,原萃綠茶,39,3,1699217477000000000
3881,原萃綠茶,39,14,1699262665000000000
3881,品客洋芋片,60,5,1699262665000000000
3882,原萃綠茶,39,1,1699263301000000000
3882,肉骨湯麵,15,1,1699263301000000000
3882,益生菌,150,8,1699263301000000000
3883,原萃綠茶,39,5,1699265677000000000
3883,益生菌,150,4,1699265677000000000
3884,益生菌,150,1,1699266576000000000
3884,肉骨湯麵,15,3,1699266576000000000
3885,原萃綠茶,39,5,1699267331000000000
3885,益生菌,150,1,1699267331000000000
3885,品客洋芋片,60,6,1699267331000000000
3885,肉骨湯麵,15,4,1699267331000000000
3886,品客洋芋片,60,15,1699272313000000000
3887,肉骨湯麵,15,4,1699272424000000000
3887,益生菌,150,5,1699272424000000000
3887,原萃綠茶,39,3,1699272424000000000
3888,品客洋芋片,60,4,1699272518000000000
3889,肉骨湯麵,15,3,1699272817000000000
3889,原萃綠茶,39,3,1699272817000000000
3889,益生菌,150,6,1699272817000000000
3889,品客洋芋片,60,3,1699272817000000000
3890,益生菌,150,5,1699273401000000000
3890,肉骨湯麵,15,11,1699273401000000000
3891,原萃綠茶,39,1,1699274100000000000
3891,肉骨湯麵,15,5,1699274100000000000
3892,肉骨湯麵,15,4,1699274116000000000
3892,益生菌,150,3,1699274116000000000
3892,品客洋芋片,60,16,1699274116000000000
3893,益生菌,150,2,1699275277000000000
3893,品客洋芋片,60,5,1699275277000000000
3894,益生菌,150,2,1699275901000000000
3895,原萃綠茶,39,2,1699276368000000000
3895,肉骨湯麵,15,2,1699276368000000000
3896,肉骨湯麵,15,6,1699276450000000000
3896,益生菌,150,1,1699276450000000000
3896,品客洋芋片,60,1,1699276450000000000
3897,原萃綠茶,39,3,1699276556000000000
3897,益生菌,150,5,1699276556000000000
3898,益生菌,150,1,1699276831000000000
3898,肉骨湯麵,15,11,1699276831000000000
3899,品客洋芋片,60,12,1699277903000000000
3899,原萃綠茶,39,6,1699277903000000000
3900,品客洋芋片,60,2,1699277972000000000
3900,肉骨湯麵,15,9,1699277972000000000
3900,益生菌,150,2,1699277972000000000
3900,原萃綠茶,39,1,1699277972000000000
3901,品客洋芋片,60,6,1699278753000000000
3902,肉骨湯麵,15,5,1699279343000000000
3902,益生菌,150,1,1699279343000000000
3902,原萃綠茶,39,4,1699279343000000000
3902,品客洋芋片,60,3,1699279343000000000
3903,肉骨湯麵,15,5,1699279501000000000
3903,品客洋芋片,60,5,1699279501000000000
3903,原萃綠茶,39,2,1699279501000000000
3904,肉骨湯麵,15,6,1699279635000000000
3904,原萃綠茶,39,6,1699279635000000000
3904,益生菌,150,12,1699279635000000000
3904,品客洋芋片,60,6,1699279635000000000
3905,品客洋芋片,60,5,1699279641000000000
3905,益生菌,150,6,1699279641000000000
3905,原萃綠茶,39,10,1699279641000000000
3906,肉骨湯麵,15,6,1699279856000000000
3906,原萃綠茶,39,4,1699279856000000000
3907,益生菌,150,5,1699281199000000000
3907,肉骨湯麵,15,4,1699281199000000000
3907,品客洋芋片,60,14,1699281199000000000
3908,原萃綠茶,39,16,1699281590000000000
3909,品客洋芋片,60,2,1699281823000000000
3909,益生菌,150,2,1699281823000000000
3909,肉骨湯麵,15,11,1699281823000000000
3909,原萃綠茶,39,4,1699281823000000000
3910,益生菌,150,4,1699283574000000000
3910,品客洋芋片,60,4,1699283574000000000
3910,原萃綠茶,39,6,1699283574000000000
3911,原萃綠茶,39,2,1699284127000000000
3911,肉骨湯麵,15,3,1699284127000000000
3911,品客洋芋片,60,3,1699284127000000000
3911,益生菌,150,5,1699284127000000000
3912,益生菌,150,7,1699284285000000000
3913,原萃綠茶,39,19,1699284398000000000
3913,品客洋芋片,60,5,1699284398000000000
3914,益生菌,150,6,1699284571000000000
3914,肉骨湯麵,15,4,1699284571000000000
3915,益生菌,150,10,1699285042000000000
3915,原萃綠茶,39,17,1699285042000000000
3915,品客洋芋片,60,4,1699285042000000000
3916,原萃綠茶,39,1,1699285183000000000
3916,品客洋芋片,60,10,1699285183000000000
3916,肉骨湯麵,15,19,1699285183000000000
3916,益生菌,150,1,1699285183000000000
3917,原萃綠茶,39,15,1699286671000000000
3917,益生菌,150,3,1699286671000000000
3917,肉骨湯麵,15,14,1699286671000000000
3918,肉骨湯麵,15,17,1699288879000000000
3918,益生菌,150,2,1699288879000000000
3918,原萃綠茶,39,10,1699288879000000000
3919,品客洋芋片,60,5,1699289043000000000
3919,益生菌,150,5,1699289043000000000
3919,肉骨湯麵,15,1,1699289043000000000
3920,品客洋芋片,60,4,1699289862000000000
3920,肉骨湯麵,15,3,1699289862000000000
3920,原萃綠茶,39,3,1699289862000000000
3920,益生菌,150,12,1699289862000000000
3921,原萃綠茶,39,5,1699290542000000000
3921,肉骨湯麵,15,5,1699290542000000000
3921,益生菌,150,12,1699290542000000000
3921,品客洋芋片,60,2,1699290542000000000
3922,肉骨湯麵,15,5,1699291030000000000
3922,原萃綠茶,39,3,1699291030000000000
3922,益生菌,150,1,1699291030000000000
3923,肉骨湯麵,15,20,1699291826000000000
3924,原萃綠茶,39,8,1699294954000000000
3925,益生菌,150,6,1699295437000000000
3925,原萃綠茶,39,2,1699295437000000000
3925,肉骨湯麵,15,2,1699295437000000000
3925,品客洋芋片,60,6,1699295437000000000
3926,益生菌,150,1,1699295606000000000
3926,原萃綠茶,39,12,1699295606000000000
3926,肉骨湯麵,15,2,1699295606000000000
3926,品客洋芋片,60,3,1699295606000000000
3927,原萃綠茶,39,4,1699295702000000000
3927,益生菌,150,8,1699295702000000000
3928,原萃綠茶,39,3,1699296455000000000
3929,肉骨湯麵,15,4,1699296464000000000
3929,原萃綠茶,39,3,1699296464000000000
3929,品客洋芋片,60,4,1699296464000000000
3930,益生菌,150,4,1699296662000000000
3930,原萃綠茶,39,6,1699296662000000000
3930,品客洋芋片,60,1,1699296662000000000
3930,肉骨湯麵,15,5,1699296662000000000
3931,品客洋芋片,60,1,1699297224000000000
3931,益生菌,150,17,1699297224000000000
3931,肉骨湯麵,15,6,1699297224000000000
3931,原萃綠茶,39,5,1699297224000000000
3932,品客洋芋片,60,2,1699297737000000000
3932,原萃綠茶,39,4,1699297737000000000
3933,益生菌,150,4,1699297742000000000
3933,肉骨湯麵,15,17,1699297742000000000
3933,品客洋芋片,60,8,1699297742000000000
3934,益生菌,150,1,1699298844000000000
3935,益生菌,150,2,1699298905000000000
3936,肉骨湯麵,15,4,1699299024000000000
3936,原萃綠茶,39,5,1699299024000000000
3936,益生菌,150,6,1699299024000000000
3936,品客洋芋片,60,2,1699299024000000000
3937,品客洋芋片,60,4,1699299177000000000
3937,肉骨湯麵,15,2,1699299177000000000
3938,品客洋芋片,60,13,1699299215000000000
3938,原萃綠茶,39,2,1699299215000000000
3938,肉骨湯麵,15,3,1699299215000000000
3939,品客洋芋片,60,1,1699301551000000000
3939,原萃綠茶,39,12,1699301551000000000
3940,品客洋芋片,60,13,1699301707000000000
3940,原萃綠茶,39,10,1699301707000000000
3940,肉骨湯麵,15,5,1699301707000000000
3941,肉骨湯麵,15,2,1699304367000000000
3941,原萃綠茶,39,2,1699304367000000000
3941,品客洋芋片,60,6,1699304367000000000
3942,肉骨湯麵,15,3,1699348905000000000
3943,原萃綠茶,39,19,1699349332000000000
3943,品客洋芋片,60,3,1699349332000000000
3943,肉骨湯麵,15,5,1699349332000000000
3944,原萃綠茶,39,3,1699349409000000000
3945,益生菌,150,6,1699356917000000000
3945,肉骨湯麵,15,5,1699356917000000000
3945,原萃綠茶,39,2,1699356917000000000
3945,品客洋芋片,60,3,1699356917000000000
3946,肉骨湯麵,15,3,1699360931000000000
3947,品客洋芋片,60,1,1699361682000000000
3948,益生菌,150,2,1699362738000000000
3948,原萃綠茶,39,6,1699362738000000000
3948,肉骨湯麵,15,4,1699362738000000000
3949,原萃綠茶,39,11,1699363273000000000
3949,肉骨湯麵,15,3,1699363273000000000
3949,品客洋芋片,60,6,1699363273000000000
3949,益生菌,150,4,1699363273000000000
3950,原萃綠茶,39,4,1699363401000000000
3950,肉骨湯麵,15,4,1699363401000000000
3950,益生菌,150,1,1699363401000000000
3951,品客洋芋片,60,2,1699364637000000000
3952,品客洋芋片,60,4,1699364768000000000
3952,肉骨湯麵,15,4,1699364768000000000
3952,原萃綠茶,39,3,1699364768000000000
3952,益生菌,150,3,1699364768000000000
3953,原萃綠茶,39,7,1699365674000000000
3953,品客洋芋片,60,2,1699365674000000000
3953,肉骨湯麵,15,4,1699365674000000000
3953,益生菌,150,19,1699365674000000000
3954,品客洋芋片,60,4,1699366684000000000
3955,肉骨湯麵,15,3,1699366781000000000
3956,肉骨湯麵,15,1,1699366791000000000
3956,原萃綠茶,39,1,1699366791000000000
3956,益生菌,150,6,1699366791000000000
3957,原萃綠茶,39,1,1699368034000000000
3957,肉骨湯麵,15,3,1699368034000000000
3958,肉骨湯麵,15,4,1699369169000000000
3958,品客洋芋片,60,15,1699369169000000000
3959,益生菌,150,6,1699369191000000000
3959,原萃綠茶,39,15,1699369191000000000
3959,品客洋芋片,60,3,1699369191000000000
3960,品客洋芋片,60,2,1699371501000000000
3960,肉骨湯麵,15,3,1699371501000000000
3960,原萃綠茶,39,2,1699371501000000000
3960,益生菌,150,15,1699371501000000000
3961,肉骨湯麵,15,2,1699372649000000000
3961,益生菌,150,3,1699372649000000000
3961,品客洋芋片,60,15,1699372649000000000
3962,益生菌,150,5,1699373745000000000
3962,原萃綠茶,39,1,1699373745000000000
3962,品客洋芋片,60,1,1699373745000000000
3962,肉骨湯麵,15,6,1699373745000000000
3963,益生菌,150,2,1699374133000000000
3963,肉骨湯麵,15,1,1699374133000000000
3963,品客洋芋片,60,3,1699374133000000000
3963,原萃綠茶,39,3,1699374133000000000
3964,益生菌,150,8,1699374513000000000
3965,原萃綠茶,39,1,1699375551000000000
3965,品客洋芋片,60,4,1699375551000000000
3966,原萃綠茶,39,5,1699375985000000000
3966,肉骨湯麵,15,5,1699375985000000000
3966,益生菌,150,1,1699375985000000000
3966,品客洋芋片,60,2,1699375985000000000
3967,益生菌,150,6,1699376216000000000
3967,肉骨湯麵,15,4,1699376216000000000
3967,原萃綠茶,39,1,1699376216000000000
3967,品客洋芋片,60,1,1699376216000000000
3968,益生菌,150,6,1699378142000000000
3969,益生菌,150,2,1699378350000000000
3969,肉骨湯麵,15,4,1699378350000000000
3969,原萃綠茶,39,13,1699378350000000000
3970,肉骨湯麵,15,1,1699379013000000000
3970,原萃綠茶,39,16,1699379013000000000
3971,肉骨湯麵,15,18,1699381086000000000
3971,品客洋芋片,60,5,1699381086000000000
3971,益生菌,150,20,1699381086000000000
3972,益生菌,150,5,1699381102000000000
3972,肉骨湯麵,15,1,1699381102000000000
3972,原萃綠茶,39,3,1699381102000000000
3972,品客洋芋片,60,2,1699381102000000000
3973,原萃綠茶,39,19,1699381140000000000
3973,肉骨湯麵,15,19,1699381140000000000
3973,益生菌,150,4,1699381140000000000
3974,原萃綠茶,39,5,1699382329000000000
3974,品客洋芋片,60,18,1699382329000000000
3974,肉骨湯麵,15,6,1699382329000000000
3974,益生菌,150,3,1699382329000000000
3975,品客洋芋片,60,3,1699382570000000000
3975,益生菌,150,5,1699382570000000000
3975,肉骨湯麵,15,6,1699382570000000000
3976,肉骨湯麵,15,3,1699382881000000000
3976,品客洋芋片,60,6,1699382881000000000
3977,益生菌,150,1,1699383652000000000
3977,肉骨湯麵,15,2,1699383652000000000
3977,品客洋芋片,60,7,1699383652000000000
3978,原萃綠茶,39,5,1699383791000000000
3978,益生菌,150,6,1699383791000000000
3979,原萃綠茶,39,1,1699384372000000000
3980,益生菌,150,1,1699385112000000000
3980,原萃綠茶,39,6,1699385112000000000
3980,肉骨湯麵,15,6,1699385112000000000
3981,品客洋芋片,60,18,1699385923000000000
3981,益生菌,150,2,1699385923000000000
3982,益生菌,150,2,1699386047000000000
3982,品客洋芋片,60,5,1699386047000000000
3982,原萃綠茶,39,4,1699386047000000000
3983,肉骨湯麵,15,2,1699386252000000000
3983,品客洋芋片,60,18,1699386252000000000
3984,肉骨湯麵,15,3,1699387610000000000
3984,益生菌,150,9,1699387610000000000
3984,原萃綠茶,39,11,1699387610000000000
3985,品客洋芋片,60,5,1699387706000000000
3985,原萃綠茶,39,13,1699387706000000000
3986,品客洋芋片,60,4,1699388228000000000
3987,品客洋芋片,60,6,1699388462000000000
3987,原萃綠茶,39,2,1699388462000000000
3988,益生菌,150,12,1699389025000000000
3988,品客洋芋片,60,6,1699389025000000000
3988,肉骨湯麵,15,3,1699389025000000000
3988,原萃綠茶,39,1,1699389025000000000
3989,原萃綠茶,39,6,1699389553000000000
3989,品客洋芋片,60,20,1699389553000000000
3990,肉骨湯麵,15,1,1699439625000000000
3990,益生菌,150,1,1699439625000000000
3990,品客洋芋片,60,6,1699439625000000000
3991,品客洋芋片,60,11,1699442140000000000
3992,肉骨湯麵,15,1,1699447894000000000
3993,原萃綠茶,39,5,1699449789000000000
3993,益生菌,150,3,1699449789000000000
3993,肉骨湯麵,15,3,1699449789000000000
3993,品客洋芋片,60,16,1699449789000000000
3994,原萃綠茶,39,1,1699450554000000000
3994,品客洋芋片,60,6,1699450554000000000
3994,肉骨湯麵,15,4,1699450554000000000
3995,品客洋芋片,60,3,1699451059000000000
3996,益生菌,150,15,1699451251000000000
3996,品客洋芋片,60,5,1699451251000000000
3996,原萃綠茶,39,1,1699451251000000000
3997,原萃綠茶,39,1,1699451447000000000
3997,肉骨湯麵,15,3,1699451447000000000
3997,益生菌,150,1,1699451447000000000
3998,肉骨湯麵,15,5,1699451578000000000
3999,原萃綠茶,39,9,1699451713000000000
3999,肉骨湯麵,15,10,1699451713000000000
3999,品客洋芋片,60,2,1699451713000000000
3999,益生菌,150,13,1699451713000000000
4000,原萃綠茶,39,1,1699453009000000000
4000,益生菌,150,5,1699453009000000000
4000,品客洋芋片,60,3,1699453009000000000
4000,肉骨湯麵,15,5,1699453009000000000
4001,原萃綠茶,39,3,1699453378000000000
4001,品客洋芋片,60,7,1699453378000000000
4001,益生菌,150,4,1699453378000000000
4002,肉骨湯麵,15,5,1699454109000000000
4002,品客洋芋片,60,5,1699454109000000000
4003,益生菌,150,2,1699455857000000000
4003,品客洋芋片,60,5,1699455857000000000
4003,原萃綠茶,39,14,1699455857000000000
4004,益生菌,150,3,1699457144000000000
4005,益生菌,150,9,1699459429000000000
4005,品客洋芋片,60,6,1699459429000000000
4005,肉骨湯麵,15,5,1699459429000000000
4005,原萃綠茶,39,6,1699459429000000000
4006,原萃綠茶,39,20,1699460084000000000
4006,品客洋芋片,60,7,1699460084000000000
4006,肉骨湯麵,15,2,1699460084000000000
4007,品客洋芋片,60,1,1699460912000000000
4007,益生菌,150,5,1699460912000000000
4008,品客洋芋片,60,4,1699461607000000000
4008,原萃綠茶,39,5,1699461607000000000
4009,原萃綠茶,39,1,1699462356000000000
4010,原萃綠茶,39,2,1699462895000000000
4011,肉骨湯麵,15,4,1699463049000000000
4012,原萃綠茶,39,1,1699463999000000000
4012,品客洋芋片,60,2,1699463999000000000
4012,益生菌,150,18,1699463999000000000
4013,品客洋芋片,60,3,1699464696000000000
4014,肉骨湯麵,15,1,1699467638000000000
4014,品客洋芋片,60,6,1699467638000000000
4014,原萃綠茶,39,1,1699467638000000000
4015,益生菌,150,2,1699467658000000000
4016,肉骨湯麵,15,3,1699468232000000000
4016,益生菌,150,18,1699468232000000000
4017,原萃綠茶,39,3,1699468329000000000
4017,品客洋芋片,60,1,1699468329000000000
4017,益生菌,150,10,1699468329000000000
4017,肉骨湯麵,15,6,1699468329000000000
4018,品客洋芋片,60,4,1699468383000000000
4019,品客洋芋片,60,3,1699468510000000000
4019,益生菌,150,18,1699468510000000000
4020,原萃綠茶,39,1,1699468769000000000
4020,益生菌,150,2,1699468769000000000
4020,肉骨湯麵,15,4,1699468769000000000
4021,品客洋芋片,60,5,1699469145000000000
4021,益生菌,150,14,1699469145000000000
4021,原萃綠茶,39,5,1699469145000000000
4021,肉骨湯麵,15,6,1699469145000000000
4022,益生菌,150,4,1699469419000000000
4022,肉骨湯麵,15,5,1699469419000000000
4022,品客洋芋片,60,6,1699469419000000000
4022,原萃綠茶,39,2,1699469419000000000
4023,益生菌,150,3,1699472627000000000
4024,肉骨湯麵,15,3,1699472740000000000
4024,原萃綠茶,39,2,1699472740000000000
4025,品客洋芋片,60,4,1699474279000000000
4025,肉骨湯麵,15,1,1699474279000000000
4026,益生菌,150,5,1699474553000000000
4026,肉骨湯麵,15,9,1699474553000000000
4026,原萃綠茶,39,3,1699474553000000000
4027,肉骨湯麵,15,18,1699475473000000000
4028,品客洋芋片,60,1,1699475661000000000
4029,原萃綠茶,39,16,1699476009000000000
4029,肉骨湯麵,15,2,1699476009000000000
4030,肉骨湯麵,15,5,1699476135000000000
4030,益生菌,150,4,1699476135000000000
4030,原萃綠茶,39,6,1699476135000000000
4031,益生菌,150,16,1699476344000000000
4032,原萃綠茶,39,5,1699476634000000000
4032,品客洋芋片,60,3,1699476634000000000
4032,肉骨湯麵,15,5,1699476634000000000
4033,品客洋芋片,60,2,1699477192000000000
4034,肉骨湯麵,15,6,1699522065000000000
4035,原萃綠茶,39,2,1699522428000000000
4036,益生菌,150,3,1699526612000000000
4037,品客洋芋片,60,1,1699526989000000000
4037,原萃綠茶,39,5,1699526989000000000
4037,肉骨湯麵,15,2,1699526989000000000
4037,益生菌,150,5,1699526989000000000
4038,肉骨湯麵,15,4,1699527806000000000
4039,肉骨湯麵,15,2,1699528668000000000
4039,益生菌,150,2,1699528668000000000
4039,品客洋芋片,60,6,1699528668000000000
4039,原萃綠茶,39,5,1699528668000000000
4040,原萃綠茶,39,13,1699528863000000000
4040,品客洋芋片,60,1,1699528863000000000
4040,肉骨湯麵,15,1,1699528863000000000
4040,益生菌,150,6,1699528863000000000
4041,品客洋芋片,60,1,1699529127000000000
4041,原萃綠茶,39,5,1699529127000000000
4041,肉骨湯麵,15,1,1699529127000000000
4041,益生菌,150,1,1699529127000000000
4042,品客洋芋片,60,20,1699529168000000000
4042,益生菌,150,5,1699529168000000000
4043,原萃綠茶,39,5,1699531304000000000
4043,品客洋芋片,60,5,1699531304000000000
4044,肉骨湯麵,15,4,1699531501000000000
4044,益生菌,150,4,1699531501000000000
4044,品客洋芋片,60,10,1699531501000000000
4045,原萃綠茶,39,3,1699532424000000000
4045,肉骨湯麵,15,5,1699532424000000000
4045,品客洋芋片,60,10,1699532424000000000
4046,原萃綠茶,39,2,1699532466000000000
4046,品客洋芋片,60,5,1699532466000000000
4046,益生菌,150,2,1699532466000000000
4046,肉骨湯麵,15,2,1699532466000000000
4047,原萃綠茶,39,4,1699534209000000000
4047,益生菌,150,2,1699534209000000000
4048,原萃綠茶,39,4,1699534320000000000
4049,益生菌,150,6,1699537046000000000
4049,肉骨湯麵,15,2,1699537046000000000
4049,原萃綠茶,39,14,1699537046000000000
4050,品客洋芋片,60,6,1699537570000000000
4050,益生菌,150,2,1699537570000000000
4051,品客洋芋片,60,2,1699539101000000000
4051,原萃綠茶,39,11,1699539101000000000
4051,益生菌,150,4,1699539101000000000
4052,益生菌,150,6,1699540950000000000
4052,肉骨湯麵,15,3,1699540950000000000
4052,原萃綠茶,39,5,1699540950000000000
4053,肉骨湯麵,15,6,1699542588000000000
4053,益生菌,150,2,1699542588000000000
4053,原萃綠茶,39,18,1699542588000000000
4053,品客洋芋片,60,1,1699542588000000000
4054,肉骨湯麵,15,6,1699542983000000000
4054,原萃綠茶,39,6,1699542983000000000
4054,品客洋芋片,60,16,1699542983000000000
4054,益生菌,150,2,1699542983000000000
4055,益生菌,150,1,1699544290000000000
4056,原萃綠茶,39,5,1699544476000000000
4056,品客洋芋片,60,4,1699544476000000000
4056,益生菌,150,5,1699544476000000000
4057,肉骨湯麵,15,3,1699544795000000000
4057,益生菌,150,20,1699544795000000000
4058,品客洋芋片,60,4,1699546801000000000
4058,原萃綠茶,39,4,1699546801000000000
4058,益生菌,150,8,1699546801000000000
4058,肉骨湯麵,15,3,1699546801000000000
4059,品客洋芋片,60,20,1699547260000000000
4059,益生菌,150,2,1699547260000000000
4060,肉骨湯麵,15,2,1699548353000000000
4060,原萃綠茶,39,2,1699548353000000000
4060,品客洋芋片,60,7,1699548353000000000
4060,益生菌,150,2,1699548353000000000
4061,益生菌,150,6,1699550575000000000
4061,肉骨湯麵,15,5,1699550575000000000
4061,品客洋芋片,60,6,1699550575000000000
4062,益生菌,150,17,1699551181000000000
4063,益生菌,150,5,1699552111000000000
4064,益生菌,150,4,1699552798000000000
4064,品客洋芋片,60,1,1699552798000000000
4065,益生菌,150,5,1699552869000000000
4065,肉骨湯麵,15,5,1699552869000000000
4065,原萃綠茶,39,4,1699552869000000000
4065,品客洋芋片,60,5,1699552869000000000
4066,肉骨湯麵,15,4,1699552905000000000
4067,肉骨湯麵,15,5,1699553817000000000
4067,益生菌,150,5,1699553817000000000
4067,品客洋芋片,60,3,1699553817000000000
4068,原萃綠茶,39,6,1699554386000000000
4069,益生菌,150,6,1699554878000000000
4069,原萃綠茶,39,4,1699554878000000000
4070,品客洋芋片,60,2,1699554882000000000
4070,肉骨湯麵,15,5,1699554882000000000
4071,原萃綠茶,39,3,1699555133000000000
4071,肉骨湯麵,15,18,1699555133000000000
4071,品客洋芋片,60,4,1699555133000000000
4071,益生菌,150,1,1699555133000000000
4072,益生菌,150,5,1699555728000000000
4073,益生菌,150,5,1699556059000000000
4073,品客洋芋片,60,2,1699556059000000000
4073,肉骨湯麵,15,6,1699556059000000000
4074,肉骨湯麵,15,3,1699556131000000000
4074,益生菌,150,1,1699556131000000000
4074,原萃綠茶,39,18,1699556131000000000
4074,品客洋芋片,60,6,1699556131000000000
4075,品客洋芋片,60,3,1699556246000000000
4075,益生菌,150,3,1699556246000000000
4076,品客洋芋片,60,3,1699556446000000000
4076,原萃綠茶,39,6,1699556446000000000
4076,益生菌,150,6,1699556446000000000
4076,肉骨湯麵,15,2,1699556446000000000
4077,品客洋芋片,60,6,1699556514000000000
4078,益生菌,150,13,1699557323000000000
4078,原萃綠茶,39,6,1699557323000000000
4079,原萃綠茶,39,8,1699557813000000000
4079,品客洋芋片,60,4,1699557813000000000
4079,肉骨湯麵,15,8,1699557813000000000
4080,品客洋芋片,60,5,1699557902000000000
4080,原萃綠茶,39,5,1699557902000000000
4080,益生菌,150,6,1699557902000000000
4080,肉骨湯麵,15,6,1699557902000000000
4081,肉骨湯麵,15,4,1699559059000000000
4081,原萃綠茶,39,3,1699559059000000000
4081,益生菌,150,2,1699559059000000000
4081,品客洋芋片,60,9,1699559059000000000
4082,益生菌,150,2,1699560794000000000
4082,肉骨湯麵,15,4,1699560794000000000
4082,原萃綠茶,39,7,1699560794000000000
4083,原萃綠茶,39,5,1699561340000000000
4083,肉骨湯麵,15,5,1699561340000000000
4083,品客洋芋片,60,2,1699561340000000000
4083,益生菌,150,3,1699561340000000000
4084,品客洋芋片,60,14,1699561413000000000
4084,肉骨湯麵,15,1,1699561413000000000
4084,益生菌,150,3,1699561413000000000
4085,品客洋芋片,60,10,1699562564000000000
4085,益生菌,150,2,1699562564000000000
4086,肉骨湯麵,15,4,1699562577000000000
4086,益生菌,150,16,1699562577000000000
4086,原萃綠茶,39,1,1699562577000000000
4086,品客洋芋片,60,7,1699562577000000000
4087,品客洋芋片,60,3,1699562683000000000
4087,益生菌,150,3,1699562683000000000
4088,益生菌,150,6,1699562713000000000
4088,品客洋芋片,60,6,1699562713000000000
4088,肉骨湯麵,15,14,1699562713000000000
4089,原萃綠茶,39,6,1699612247000000000
4089,益生菌,150,3,1699612247000000000
4089,肉骨湯麵,15,6,1699612247000000000
4089,品客洋芋片,60,1,1699612247000000000
4090,肉骨湯麵,15,1,1699619580000000000
4090,品客洋芋片,60,13,1699619580000000000
4090,原萃綠茶,39,4,1699619580000000000
4090,益生菌,150,5,1699619580000000000
4091,益生菌,150,11,1699620485000000000
4091,肉骨湯麵,15,1,1699620485000000000
4091,品客洋芋片,60,3,1699620485000000000
4092,益生菌,150,1,1699620844000000000
4092,原萃綠茶,39,20,1699620844000000000
4093,品客洋芋片,60,4,1699621051000000000
4094,品客洋芋片,60,1,1699621107000000000
4094,肉骨湯麵,15,5,1699621107000000000
4095,原萃綠茶,39,10,1699621712000000000
4095,益生菌,150,3,1699621712000000000
4096,品客洋芋片,60,6,1699622337000000000
4096,肉骨湯麵,15,2,1699622337000000000
4096,原萃綠茶,39,6,1699622337000000000
4096,益生菌,150,5,1699622337000000000
4097,益生菌,150,6,1699622969000000000
4097,品客洋芋片,60,4,1699622969000000000
4097,原萃綠茶,39,5,1699622969000000000
4097,肉骨湯麵,15,1,1699622969000000000
4098,肉骨湯麵,15,1,1699624854000000000
4098,原萃綠茶,39,4,1699624854000000000
4099,原萃綠茶,39,2,1699625174000000000
4099,益生菌,150,2,1699625174000000000
4099,品客洋芋片,60,5,1699625174000000000
4100,肉骨湯麵,15,4,1699625908000000000
4100,原萃綠茶,39,4,1699625908000000000
4101,原萃綠茶,39,1,1699627764000000000
4101,肉骨湯麵,15,5,1699627764000000000
4101,益生菌,150,3,1699627764000000000
4102,品客洋芋片,60,3,1699627929000000000
4102,原萃綠茶,39,5,1699627929000000000
4102,肉骨湯麵,15,4,1699627929000000000
4103,原萃綠茶,39,19,1699628837000000000
4104,肉骨湯麵,15,1,1699630101000000000
4105,原萃綠茶,39,2,1699630197000000000
4106,原萃綠茶,39,4,1699632065000000000
4106,益生菌,150,10,1699632065000000000
4106,品客洋芋片,60,18,1699632065000000000
4106,肉骨湯麵,15,1,1699632065000000000
4107,品客洋芋片,60,1,1699632224000000000
4107,益生菌,150,3,1699632224000000000
4108,品客洋芋片,60,1,1699632255000000000
4108,原萃綠茶,39,5,1699632255000000000
4108,肉骨湯麵,15,3,1699632255000000000
4109,益生菌,150,6,1699634140000000000
4109,肉骨湯麵,15,13,1699634140000000000
